Transaction;Tanggal;Items
125001551;Januari 08, 2025;PROMAG SUSPENSI BTL 60 ML, PROMAG HERBAL 15 ML, WOODS EXPECTORANT 60 ML, PROMAG TABLET, WOODS LOZENGES 6'S
125001555;Januari 08, 2025;BEJO ANAK JAHE MERAH 5S, BEJO JAHE MERAH HERBAL 12 SC, B7 SLASI JERUK NIPIS 12'S
125001556;Januari 08, 2025;WOODS COUGH SYR ATT  60ML, PROMAG TABLET
125001557;Januari 08, 2025;KALPANAX K CREAM 5 GR, PROMAG HERBAL 15 ML, WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, ENTROSTOP 10'S, PROMAG TABLET
125001559;Januari 08, 2025;PROMAG SUSPENSI 10ML/6, SAKATONIK ABC ANGGUR30TAB, WOODS LOZENGES 6'S
125001577;Januari 08, 2025;BEJO JAHE MERAH HERBAL 12 SC, PROMAG SUSPENSI BTL 60 ML, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML, PROMAG TABLET
125001578;Januari 08, 2025;CEREBROVIT XCEL 10 CAPS, PROMAG HERBAL 15 ML, WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, MIXAGRIP FLU KAPLET 25X4, PROCOLD FLU PE, PROMAG TABLET
125001579;Januari 08, 2025;KALPANAX K CREAM 5 GR, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML, WOODS NATURALS SYR 60 ML, PROMAG TABLET
125001598;Januari 08, 2025;SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125001599;Januari 08, 2025;CEREBROVIT XCEL 10 CAPS, WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, WOODS NATURALS SYR 60 ML
125001624;Januari 08, 2025;WOODS COUGH SYR ATT 100ML, WOODS EXPECTORANT 60 ML
125001630;Januari 08, 2025;KALPANAX KRIM 10 GR, PROMAG SUSPENSI BTL 60 ML, PROMAG HERBAL 15 ML, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB, SKT ABC CURCUMA MADU
125001632;Januari 08, 2025;BEJO JAHE MERAH HERBAL 12 SC, WOODS NATURALS SYR 60 ML
125001641;Januari 08, 2025;WOODS NATURALS SYR 60 ML, PROMAG TABLET
125001642;Januari 08, 2025;KALPANAX K CREAM 5 GR, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML, PROMAG TABLET, WOODS COUGH SYR ATT  60ML
125001646;Januari 08, 2025;CEREBROFORT GOLD STRAWBERY, WOODS COUGH SYR ATT  60ML
125001647;Januari 08, 2025;CEREBROFORT GOLD ORANGE 200 ML, WOODS LOZENGES 6'S
125001651;Januari 08, 2025;KOMIX HERBAL 15 ML, PROMAG HERBAL 15 ML, PROCOLD FLU PE, PROMAG TABLET
125001656;Januari 08, 2025;KALPANAX K CREAM 5 GR, KALPANAX SALEP 6G/12, KALPANAX KRIM 10 GR
125001668;Januari 08, 2025;ENTROSTOP 10'S, WOODS COUGH SYR ATT  60ML
125001671;Januari 08, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD STRAWBERY, PROMAG HERBAL 15 ML
125001683;Januari 08, 2025;WOODS COUGH SYR ATT  60ML, FATIGON KAPLET 10X6S, PROMAG TABLET
125001688;Januari 08, 2025;BEJO JAHE MERAH HERBAL 6S MT, KOMIX HERBAL 15 ML, PROMAG HERBAL 15 ML, WAISAN NEW FORMULA  /LUSIN, PROMAG TABLET
125001696;Januari 08, 2025;BEJO ANAK JAHE MERAH 5S, BEJO JAHE MERAH HERBAL 12 SC, B7 SLASI JERUK NIPIS 12'S
125001703;Januari 08, 2025;BEJO JAHE MERAH HERBAL 12 SC, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB, SKT ABC CURCUMA MADU
125001719;Januari 08, 2025;KALPANAX SALEP 6G/12, SKT ACTIV SIRUP 300 ML, FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
125001725;Januari 08, 2025;KALPANAX K CREAM 5 GR, CEREBROVIT XCEL 10 CAPS, PROMAG HERBAL 15 ML, WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, WOODS NATURALS SYR 60 ML, MIXAGRIP FLU KAPLET 25X4, PROCOLD FLU PE, PROMAG TABLET
125001726;Januari 08, 2025;KALPANAX K CREAM 5 GR, WOODS COUGH SYR ATT 100ML, WOODS EXPECTORANT 100 ML, WOODS NATURALS SYR 60 ML
125001740;Januari 08, 2025;KOMIX J.NIPIS G-FORMULA B, KOMIX OBH PE
125001748;Januari 08, 2025;WOODS COUGH SYR ATT  60ML, ENTROSTOP 10'S
125001797;Januari 08, 2025;BEJO JAHE MERAH HERBAL 6S MT, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125001817;Januari 08, 2025;SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125001842;Januari 08, 2025;CEREBROFORT MG STRAW SCH, WOODS LOZENGES 6'S
125001860;Januari 08, 2025;MIXAGRIP FLU KAPLET 25X4, PROCOLD FLU PE
125001887;Januari 09, 2025;KALPANAX KRIM 10 GR, ENTROSTOP 10'S, WOODS LOZENGES LEMON VITAMIN C
125001896;Januari 09, 2025;FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
125001913;Januari 09, 2025;KALPANAX KRIM 10 GR, ENTROSTOP 10'S
125001938;Januari 09, 2025;WOODS EXPECTORANT 60 ML, ENTROSTOP 10'S
125001948;Januari 09, 2025;PROMAG SUSPENSI BTL 60 ML, PROMAG TABLET
125001950;Januari 09, 2025;BEJO JAHE MERAH HERBAL 12 SC, SAKATONIK ABC STRAW 30TAB, SKT ABC CURCUMA MADU
125001957;Januari 09, 2025;EXTRA JOSS ACTIVE 12SCH, EXTRA JOSS GO RASA ANGGUR, EXTRA JOSS MANGGA LAKI
125001959;Januari 09, 2025;KOMIX HERBAL 15 ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML
125001985;Januari 09, 2025;KALPANAX K CREAM 5 GR, PROMAG TABLET
125001997;Januari 09, 2025;PROMAG HERBAL 15 ML, PROMAG TABLET
125002012;Januari 09, 2025;KALPANAX SALEP 6G/12, PROMAG SUSPENSI 10ML/6
125002016;Januari 09, 2025;WOODS EXPECTORANT 60 ML, PROMAG TABLET
125002019;Januari 09, 2025;BEJO JAHE MERAH HERBAL 12 SC, KOMIX HERBAL 15 ML, KOMIX HERBAL PEPPERMINT, B7 SLASI JERUK NIPIS 12'S, EXTRA JOSS GO RASA ANGGUR, EXTRA JOSS MANGGA LAKI
125002023;Januari 09, 2025;KOMIX HERBAL PEPPERMINT, WOODS EXPECTORANT 60 ML, ENTROSTOP 10'S, WOODS'LOZ BLACKCURRANT, WOODS LOZENGES CHERRY 6'S, WOODS LOZENGES 6'S, WOODS LOZ HONEY LEMON
125002026;Januari 09, 2025;WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, MIXAGRIP FLU KAPLET 25X4, PROMAG TABLET
125002033;Januari 09, 2025;BEJO JAHE MERAH HERBAL 12 SC, PUYER OSK BT NO.16/BOX
125002035;Januari 09, 2025;CEREBROFORT GOLD ORANGE 100 ML, ENTROSTOP 10'S, WOODS COUGH SYR ATT 100ML, WOODS EXPECTORANT 100 ML
125002038;Januari 09, 2025;KALPANAX K CREAM 5 GR, KALPANAX SALEP 6G/12, KALPANAX KRIM 10 GR, WOODS NATURALS SYR 60 ML
125002047;Januari 09, 2025;WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML
125002057;Januari 09, 2025;SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SKT ABC CURCUMA MADU
125002062;Januari 09, 2025;ENTROSTOP 10'S, PROMAG TABLET
125002074;Januari 09, 2025;WOODS EXPECTORANT 100 ML, SAKATONIK ABC ORANGE 30TAB
125002096;Januari 09, 2025;SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125002104;Januari 09, 2025;KOMIX HERBAL 15 ML, PROMAG SUSPENSI 10ML/6
125002107;Januari 09, 2025;KALPANAX K CREAM 5 GR, CEREBROVIT XCEL 10 CAPS, CEREBROFORT GOLD ORANGE 100 ML, ENTROSTOP HERBAL DEWASA 15 ML, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML, PROMAG TABLET, SAKATONIK ABC ANGGUR30TAB
125002114;Januari 09, 2025;PROMAG HERBAL 15 ML, FATIGON KAPLET 10X6S, PROMAG TABLET
125002125;Januari 09, 2025;PROMAG HERBAL 15 ML, WOODS COUGH SYR ATT  60ML, PROMAG TABLET, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125002131;Januari 09, 2025;WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML
125002136;Januari 09, 2025;SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125002142;Januari 09, 2025;ENTROSTOP HERBAL DEWASA 15 ML, CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG MGA SCH
125002343;Januari 10, 2025;WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML
125002356;Januari 10, 2025;KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK, KALPANAX K CREAM 5 GR
125002365;Januari 10, 2025;PUYER OSK BT NO.16/BOX, MIXAGRIP FLU KAPLET 25X4, PROMAG TABLET
125002391;Januari 10, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL ORI PACK, EXTRA JOSS ACTIVE 12SCH
125002392;Januari 10, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK, CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD ORANGE 200 ML, CEREBROFORT GOLD STRAWBERY
125002402;Januari 10, 2025;WOODS EXPECTORANT 60 ML, CEREBROFORT M.G. TROPICAL FRUIT, FATIGON SPIRIT BOX 10X6S
125002404;Januari 10, 2025;KALPANAX SALEP 6G/12, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML
125002407;Januari 10, 2025;WOODS EXPECTORANT 60 ML, WOODS LOZENGES CHERRY 6'S
125002415;Januari 10, 2025;KALPANAX K CREAM 5 GR, PROMAG TABLET
125002429;Januari 10, 2025;MIXAGRIP FLU &BATUK PE, PROCOLD FLU BATUK PE
125002439;Januari 10, 2025;KOMIX HERBAL 15 ML, KOMIX OBH PE, WOODS LOZENGES 6'S
125002442;Januari 10, 2025;KALPANAX K CREAM 5 GR, KALPANAX KRIM 10 GR, ENTROSTOP 10'S, SAKATONIK ABC STRAW 30TAB, SKT ABC CURCUMA MADU
125002444;Januari 10, 2025;WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, WOODS NATURALS SYR 60 ML, WOODS LOZENGES CHERRY 6'S, WOODS LOZENGES ORANGE VITAMIN C
125002454;Januari 10, 2025;KOMIX HERBAL 15 ML, ENTROSTOP HERBAL ANAK, ENTROSTOP 10'S
125002472;Januari 10, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL ORI PACK, KOMIX HERBAL PEPPERMINT
125002477;Januari 10, 2025;KOMIX HERBAL 15 ML, KALPANAX SALEP 6G/12, CEREBROVIT XCEL 10 CAPS, PROMAG HERBAL 15 ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125002478;Januari 10, 2025;SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ORANGE 30TAB
125002482;Januari 10, 2025;ENTROSTOP HERBAL ANAK, PROMAG TABLET
125002501;Januari 10, 2025;ENTROSTOP HERBAL ANAK, KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK, FATIGON SPIRIT BOX 10X6S
125002507;Januari 10, 2025;BEJO JAHE MERAH HERBAL 12 SC, EXTRA JOSS ACTIVE 12SCH
125002514;Januari 10, 2025;PROMAG HERBAL 15 ML, PROMAG TABLET
125002525;Januari 10, 2025;ENTROSTOP HERBAL DEWASA 15 ML, FATIGON SPIRIT BOX 10X6S
125002526;Januari 10, 2025;WOODS COUGH SYR ATT 100ML, WOODS EXPECTORANT 60 ML
125002529;Januari 10, 2025;WOODS EXPECTORANT 60 ML, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ORANGE 30TAB
125002535;Januari 10, 2025;KALPANAX K CREAM 5 GR, KALPANAX SALEP 6G/12, KALPANAX KRIM 10 GR, BEJO JAHE MERAH HERBAL 12 SC, CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD STRAWBERY, KOMIX HERBAL ORI PACK, KOMIX KID OBH PE, KOMIX OBH PE, PROMAG SUSPENSI BTL 60 ML, WOODS EXPECTORANT 60 ML, PUYER OSK BT NO.16/BOX, CEREBROFORT MG JRK SCH, MIXAGRIP FLU KAPLET 25X4, ENTROSTOP 10'S, PROMAG TABLET, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB, BEJO JAHE MERAH HERBAL 6S MT
125002536;Januari 10, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX KID STRAWBERRY PACK, KOMIX J.NIPIS G-FORMULA B
125002537;Januari 10, 2025;WOODS COUGH SYR ATT 100ML, PROCOLD FLU BATUK PE
125002538;Januari 10, 2025;PROMAG HERBAL 15 ML, PROCOLD FLU PE
125002539;Januari 10, 2025;PUYER OSK BT NO.16/BOX, KALPANAX K CREAM 5 GR, KALPANAX SALEP 6G/12, SKT ACTIV SIRUP 100 ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, MIXAGRIP FLU KAPLET 25X4, ENTROSTOP 10'S, PROCOLD FLU PE, PROMAG TABLET, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ORANGE 30TAB
125002541;Januari 10, 2025;PROMAG SUSPENSI BTL 60 ML, PROMAG TABLET
125002556;Januari 10, 2025;WOODS EXPECTORANT 60 ML, PROCOLD FLU PE, PROMAG TABLET
125002562;Januari 10, 2025;PUYER OSK BT NO.16/BOX, ENTROSTOP HERBAL ANAK
125002577;Januari 10, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK
125002592;Januari 10, 2025;KOMIX KID STRAWBERRY PACK, KOMIX KID OBH PE
125002593;Januari 10, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL ORI PACK
125002594;Januari 10, 2025;PROMAG TABLET, WOODS EXPECTORANT 60 ML
125002625;Januari 10, 2025;KOMIX HERBAL 15 ML, KOMIX OBH
125002653;Januari 10, 2025;KALPANAX SALEP 6G/12, PROMAG HERBAL 15 ML, SAKATONIK ABC STRAW 30TAB
125002703;Januari 11, 2025;KOMIX HERBAL ORI PACK, KOMIX HERBAL PEPPERMINT
125002728;Januari 13, 2025;KALPANAX KRIM 10 GR, WOODS LOZENGES CHERRY 6'S
125002729;Januari 13, 2025;PROMAG SUSPENSI BTL 60 ML, SAKATONIK ABC ANTARIKSA 30 TAB
125002735;Januari 13, 2025;WOODS EXPECTORANT 60 ML, ENTROSTOP 10'S
125002753;Januari 13, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK, KOMIX OBH PE
125002759;Januari 13, 2025;KOMIX HERBAL ORI PACK, WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML, WOODS LOZENGES 6'S
125002766;Januari 13, 2025;B7 SLASI JERUK NIPIS 12'S, KALPANAX K CREAM 5 GR, PROMAG TABLET
125002775;Januari 13, 2025;KALPANAX K CREAM 5 GR, KALPANAX SALEP 6G/12
125002776;Januari 13, 2025;PROMAG SUSPENSI BTL 60 ML, PROMAG SUSPENSI 10ML/6, SKT ACTIV SIRUP 100 ML
125002786;Januari 13, 2025;CEREBROFORT GOLD ORANGE 100 ML, WOODS COUGH SYR ATT  60ML, PROMAG TABLET
125002792;Januari 13, 2025;B7 SLASI JERUK NIPIS 12'S, PROMAG HERBAL 15 ML, ENTROSTOP 10'S
125002793;Januari 13, 2025;CEREBROFORT GOLD ORANGE 200 ML, PROMAG TABLET
125002814;Januari 13, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL 15 ML, PUYER OSK BT NO.16/BOX, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125002816;Januari 13, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD ORANGE 200 ML, PROMAG HERBAL 15 ML, WOODS COUGH SYR ATT  60ML, CEREBROFORT MG JRK SCH
125002817;Januari 13, 2025;PROMAG HERBAL 15 ML, PROMAG TABLET
125002823;Januari 13, 2025;KALPANAX K CREAM 5 GR, WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML
125002827;Januari 13, 2025;ENTROSTOP HERBAL DEWASA 15 ML, ENTROSTOP HERBAL ANAK, KOMIX HERBAL 15 ML, KOMIX OBH PE, PUYER OSK BT NO.16/BOX, ENTROSTOP 10'S, PROCOLD FLU PE
125002829;Januari 13, 2025;CEREBROFORT GOLD ORANGE 100 ML, PROMAG HERBAL 15 ML
125002838;Januari 13, 2025;MIXAGRIP FLU KAPLET 25X4, PROCOLD FLU PE
125002842;Januari 13, 2025;KOMIX HERBAL 15 ML, SAKATONIK ABC STRAW 30TAB
125002843;Januari 13, 2025;KOMIX OBH PE, WOODS EXPECTORANT 60 ML, SAKATONIK ABC ANGGUR30TAB
125002846;Januari 13, 2025;KOMIX HERBAL 15 ML, ENTROSTOP 10'S, PROMAG TABLET
125002847;Januari 13, 2025;CEREBROFORT GOLD ORANGE 200 ML, CEREBROFORT GOLD STRAWBERY, PROMAG TABLET
125002849;Januari 13, 2025;KOMIX HERBAL 15 ML, KALPANAX SALEP 6G/12, ENTROSTOP HERBAL ANAK, WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML
125002851;Januari 13, 2025;PROMAG HERBAL 15 ML, WOODS EXPECTORANT 60 ML
125002858;Januari 13, 2025;KOMIX HERBAL 15 ML, WOODS COUGH SYR ATT  60ML
125002863;Januari 13, 2025;KOMIX HERBAL 15 ML, ENTROSTOP HERBAL ANAK, PROMAG HERBAL 15 ML, ENTROSTOP 10'S, PROMAG TABLET
125002864;Januari 13, 2025;CEREBROFORT GOLD ORANGE 100 ML, MIXAGRIP FLU KAPLET 25X4, SAKATONIK ABC STRAW 30TAB
125002876;Januari 13, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL ORI PACK, KOMIX HERBAL PEPPERMINT
125002880;Januari 13, 2025;KOMIX HERBAL ORI PACK, KALPANAX SALEP 6G/12, WOODS COUGH SYR ATT  60ML
125002888;Januari 13, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK, KOMIX HERBAL PEPPERMINT, KOMIX OBH PE
125002906;Januari 13, 2025;CEREBROFORT M.G. AGGR SCH, CEREBROFORT MG MGA SCH, CEREBROFORT MG STRAW SCH
125002913;Januari 13, 2025;KOMIX HERBAL 15 ML, PROMAG HERBAL 15 ML
125002920;Januari 13, 2025;ENTROSTOP HERBAL DEWASA 15 ML, PROMAG HERBAL 15 ML, FATIGON SPIRIT BOX 10X6S, ENTROSTOP 10'S
125002924;Januari 13, 2025;PUYER OSK BT NO.16/BOX, PROCOLD FLU PE
125002960;Januari 13, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL ORI PACK, KOMIX HERBAL PEPPERMINT
125002963;Januari 13, 2025;EXTRA JOSS ACTIVE 12SCH, FATIGON SPIRIT BOX 10X6S
125002964;Januari 13, 2025;CEREBROFORT GOLD ORANGE 200 ML, CEREBROFORT MG JRK SCH
125003002;Januari 13, 2025;SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ORANGE 30TAB
125003010;Januari 13, 2025;PROMAG SUSPENSI BTL 60 ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, PROCOLD FLU PE
125003015;Januari 13, 2025;CEREBROFORT GOLD ORANGE 100 ML, WOODS EXPECTORANT 60 ML
125003016;Januari 13, 2025;SKT ACTIV SIRUP 100 ML, SKT ACTIV SIRUP 300 ML, SAKATONIK ACTIV MULTIVIT ZAT BESI - KAPLET 6S
125003019;Januari 13, 2025;WOODS EXPECTORANT 60 ML, WOODS NATURALS SYR 60 ML, ENTROSTOP 10'S
125003031;Januari 13, 2025;KALPANAX K CREAM 5 GR, BEJO JAHE MERAH HERBAL 12 SC, PROMAG TABLET
125003033;Januari 13, 2025;ENTROSTOP HERBAL ANAK, PROMAG HERBAL 15 ML, WOODS EXPECTORANT 100 ML, PROCOLD FLU PE
125003038;Januari 13, 2025;KALPANAX SALEP 6G/12, KALPANAX KRIM 10 GR
125003052;Januari 13, 2025;KALPANAX SALEP 6G/12, CEREBROVIT XCEL 10 CAPS, CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD ORANGE 200 ML, CEREBROFORT GOLD STRAWBERY, ENTROSTOP HERBAL DEWASA 15 ML, PROMAG SUSPENSI BTL 60 ML, PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML, SKT ACTIV SIRUP 100 ML, WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, WOODS EXPECTORANT 100 ML, WOODS NATURALS SYR 60 ML, FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S, SAKATONIK ACTIV MULTIVIT ZAT BESI - KAPLET 6S, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, WOODS'LOZ BLACKCURRANT, WOODS LOZ HONEY LEMON, WOODS LOZENGES ORANGE VITAMIN C, WOODS LOZENGES LEMON VITAMIN C
125003058;Januari 13, 2025;ENTROSTOP HERBAL DEWASA 15 ML, ENTROSTOP HERBAL ANAK
125003059;Januari 13, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD ORANGE 200 ML, CEREBROFORT GOLD STRAWBERY
125003061;Januari 13, 2025;KALPANAX SALEP 6G/12, PROMAG TABLET
125003062;Januari 13, 2025;PROMAG SUSPENSI 10ML/6, PROMAG HERBAL 15 ML, ENTROSTOP 10'S, PROMAG TABLET
125003064;Januari 13, 2025;CEREBROFORT GOLD ORANGE 200 ML, CEREBROFORT GOLD STRAWBERY
125003069;Januari 13, 2025;KOMIX HERBAL JERUK NIPIS, B7 SLASI JERUK NIPIS 12'S, CEREBROFORT GOLD ORANGE 200 ML, CEREBROFORT GOLD STRAWBERY
125003087;Januari 13, 2025;CEREBROFORT GOLD ORANGE 100 ML, WOODS COUGH SYR ATT  60ML
125003127;Januari 13, 2025;KALPANAX K CREAM 5 GR, ENTROSTOP HERBAL ANAK, PROMAG TABLET
125003133;Januari 13, 2025;WOODS COUGH SYR ATT 100ML, WOODS COUGH SYR ATT  60ML, WOODS EXPECTORANT 60 ML, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ORANGE 30TAB
125003134;Januari 13, 2025;KOMIX HERBAL ORI PACK, PROMAG TABLET
125003157;Januari 13, 2025;KOMIX HERBAL 15 ML, KOMIX HERBAL ORI PACK
125003164;Januari 13, 2025;PROMAG SUSPENSI BTL 60 ML, MIXAGRIP FLU KAPLET 25X4
125003165;Januari 13, 2025;PROMAG TABLET, SAKATONIK ABC ANTARIKSA 30 TAB, SAKATONIK ABC STRAW 30TAB, SAKATONIK ABC ANGGUR30TAB, SAKATONIK ABC ORANGE 30TAB
125003182;Januari 13, 2025;KOMIX OBH PE, SKT ABC CURCUMA MADU
125003186;Januari 13, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL ORI PACK, KOMIX HERBAL PEPPERMINT, FATIGON SPIRIT BOX 10X6S, SAKATONIK ABC ANGGUR30TAB, SKT ABC CURCUMA MADU
125003194;Januari 13, 2025;KALPANAX K CREAM 5 GR, PROMAG TABLET, SAKATONIK ABC ANGGUR30TAB, XONCE TAB BOX 50'S
125003216;Januari 13, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL ORI PACK, WAISAN NEW FORMULA  /LUSIN
125003219;Januari 13, 2025;KALPANAX K CREAM 5 GR, ENTROSTOP HERBAL ANAK, MIXAGRIP FLU KAPLET 25X4
125003261;Januari 13, 2025;CEREBROFORT GOLD ORANGE 100 ML, CEREBROFORT GOLD ORANGE 200 ML, CEREBROFORT GOLD STRAWBERY, ENTROSTOP HERBAL ANAK, WOODS EXPECTORANT 60 ML
125003274;Januari 13, 2025;ENTROSTOP HERBAL ANAK, MIXAGRIP FLU KAPLET 25X4, MEXTRIL BATUK-TABLET BOX, ENTROSTOP 10'S, PROCOLD FLU PE, PUYER OSK BT NO.16/BOX
125003278;Januari 13, 2025;BEJO JAHE MERAH HERBAL 12 SC, ENTROSTOP 10'S, CEREBROFORT MG JRK SCH, CEREBROFORT MG STRAW SCH, SAKATONIK ABC ORANGE 30TAB
125003296;Januari 13, 2025;ENTROSTOP HERBAL ANAK, FATIGON SPIRIT BOX 10X6S
125003298;Januari 13, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL ORI PACK, WAISAN NEW FORMULA  /LUSIN, FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
125003309;Januari 13, 2025;KOMIX JAHE G-FORMULA BOX, KOMIX KID STRAWBERRY PACK, KOMIX J.NIPIS G-FORMULA B, KOMIX KID OBH PE, KOMIX OBH PE
125003312;Januari 13, 2025;KALPANAX K CREAM 5 GR, PUYER OSK BT NO.16/BOX, SKT ABC CURCUMA MADU
125003315;Januari 13, 2025;ENTROSTOP HERBAL DEWASA 15 ML, ENTROSTOP HERBAL ANAK, ENTROSTOP 10'S, FATIGON KAPLET 10X6S, FATIGON SPIRIT BOX 10X6S
125003319;Januari 13, 2025;EJ SPORT GEL ORANGE 5 TB, EXTRA JOSS SPORT 5 TB
125003320;Januari 13, 2025;KOMIX HERBAL JERUK NIPIS, KOMIX HERBAL ORI PACK, EXTRA JOSS ACTIVE 12SCH, EXTRA JOSS GO RASA ANGGUR, EXTRA JOSS MANGGA LAKI
125003322;Januari 13, 2025;ENTROSTOP 10'S, CEREBROFORT M.G. TROPICAL FRUIT
